SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-16-2023,Single Family Residential,3946 Addison Woods Rd,Frederick,MD,21704,800000,5,3.5,VILLAGES OF URBANA,3360,6610,2005,,238,115,Sold,,,https://www.redfin.com/MD/Frederick/3946-Addison-Woods-Rd-21704/home/15180732,BRIGHT MLS,MDFR2035484,N,Y,39.3367432,-77.338522
PAST SALE,October-12-2023,Single Family Residential,1122 Lakin Dr,Frederick,MD,21702,730000,5,3,TUSCARORA CREEK,3528,7456,2019,,207,81,Sold,,,https://www.redfin.com/MD/Frederick/1122-Lakin-Dr-21702/home/161821285,BRIGHT MLS,MDFR2039032,N,Y,39.473541,-77.4394389
PAST SALE,June-16-2023,Townhouse,1828 Country Run Way,Frederick,MD,21702,355000,3,2.5,WALNUT RIDGE,1854,2000,2002,,191,37,Sold,,,https://www.redfin.com/MD/Frederick/1828-Country-Run-Way-21702/home/15183932,BRIGHT MLS,MDFR2034298,N,Y,39.4453151,-77.4433963
PAST SALE,September-15-2023,Townhouse,7031 Arbor Dr,Frederick,MD,21703,330000,2,1.5,CRESTWOOD VILLAGE,1232,4528,1980,,268,186,Sold,,,https://www.redfin.com/MD/Frederick/7031-Arbor-Dr-21703/home/15206712,BRIGHT MLS,MDFR2038300,N,Y,39.38563,-77.423679
PAST SALE,August-7-2023,Townhouse,175 Fairfield Dr,Frederick,MD,21702,238000,3,1.5,AMBER MEADOWS,1060,1800,1979,,225,59,Sold,,,https://www.redfin.com/MD/Frederick/175-Fairfield-Dr-21702/home/15231067,BRIGHT MLS,MDFR2036990,N,Y,39.4444857,-77.4094918
PAST SALE,May-30-2023,Townhouse,3548 Tabard Ln,Frederick,MD,21704,540000,3,3,VILLAGES OF URBANA,2172,2850,2008,,249,147,Sold,,,https://www.redfin.com/MD/Frederick/3548-Tabard-Ln-21704/home/15179254,BRIGHT MLS,MDFR2033958,N,Y,39.330158,-77.346524
PAST SALE,April-28-2023,Townhouse,3601 Hope Commons Ct,Frederick,MD,21704,441000,4,3.5,VILLAGES OF URBANA,2158,3240,2000,,204,147,Sold,,,https://www.redfin.com/MD/Frederick/3601-Hope-Commons-Ct-21704/home/15196800,BRIGHT MLS,MDFR2032546,N,Y,39.3316314,-77.3497941
PAST SALE,,Townhouse,3508 Tabard Ln,Frederick,MD,21704,350000,,3.5,,2460,1800,2009,,142,,,,,https://www.redfin.com/MD/Frederick/3508-Tabard-Ln-21704/home/15178753,,,N,Y,39.3294031,-77.3479436
PAST SALE,July-28-2023,Townhouse,5759 Sweet Bay Ct,Frederick,MD,21703,324000,3,2.5,MOUNTAIN VILLAGE,1320,1440,1992,,245,125,Sold,,,https://www.redfin.com/MD/Frederick/5759-Sweet-Bay-Ct-21703/home/15203799,BRIGHT MLS,MDFR2036600,N,Y,39.3938522,-77.4293305
PAST SALE,July-28-2023,Townhouse,107 Charleston Ln,Frederick,MD,21702,286000,2,2,WATERFORD,1309,2041,1989,,218,260,Sold,,,https://www.redfin.com/MD/Frederick/107-Charleston-Ln-21702/home/15223608,BRIGHT MLS,MDFR2036296,N,Y,39.4220487,-77.434998
